id,text,hate_speech,casteism,religous_incitement,political_defamation,cyberbullying,severity
2805,Online class ma attendance matra diyera gayab hune haru le feri marks ko complain garxan.,0,0,0,0,0,3
2806,यो जवाफ देखेर रन्डीले शुल्क तिर्न बाध्य बनायो।,1,0,0,0,1,5
2807,"Musalman haru ko mosque bata aune sound le sabailai disturb garyo, yo dharma ko manxe haru lai nepal ma dherai khulla xaddinu nai sankar ko thulo galti ho bross",1,0,1,0,0,5
2808,"Room rent feri badhyo re, aba ta garo hunxa.",0,0,0,0,0,2
2809,"धर्मले फरक पर्दैन - चाहे हिन्दू होस् वा होइन
 यस्ता घटनामा अन्य धर्मका मानिसलाई पनि कडा सजाय दिनुपर्छ ।",0,0,0,0,0,1
2810,खरानी चोर फतहा,1,0,0,0,1,5
2811,दलित हारु लाइ विश्वास गर्ना गारो छ।,0,1,0,0,0,5
2812,"Congratulations to our local youth club for organizing the blood donation camp today, such social activities are highly appreciated and much needed for society",0,0,0,0,0,1
2813,तिमि ले जान जान गलत अर्थ लागुना खोज जस खिंक्सा,0,0,0,0,1,2
2814,जस्तै हाम्रो टोली परियोजना यहाँ आउनेछ,1,0,0,0,1,4
2815,आज मैले मेरो पहिलो तलबबाट मेरो आमाबाबुको लागि उपहार किनेको छु।,0,0,0,0,0,1
2816,"तपाईको दिमागको पेंच मात्र फुकुवा गर्नुहोस्, डा. @user2 lai dekha",1,0,0,0,1,4
2817,"Yo jaat ko manxe haru kahilyai sudhridainan, iniharu ko bani yestai ho",1,1,0,0,0,5
2818,संसदमा बहस हुनु स्वाभाविक हो,0,0,0,1,0,1
2819,बाहुन हारु मातृ सक्षम हुन्न भन्ने विचार पुरा हो,0,0,0,0,0,2
2820,तलाई कुरा को सुर नाइ था क्सीना नायक बन्न के एको के टिप्पणी म,0,0,0,0,1,3
2821,muslim haru sabbai terorist hun desh bata chitto nikalnu prxa iniharu,1,0,1,0,0,5
2822,Ta Feri विशेषज्ञ बनेरा Aayexas के हो?,0,0,0,0,1,2
2823,तपाईंसँग आलोचनाको लागि थोरै धैर्य छ।,0,0,0,0,1,2
2824,yo mantri le rajinama dinu parxa,0,0,0,1,0,3
2825,तँलाई हरेक कुरा मजाक लाग्ने रहेछ।,0,0,0,0,1,2
2826,तिमीलाई जिम्मेवारीको अर्थ नै थाहा छैन जस्तो लाग्छ।,0,0,0,0,1,3
2827,"hindu bahek aru dharma bekar hun, iniharu ko kei astitwa nai xaina",1,0,1,0,0,4
2828,यो मोबाइल अपडेटेड प्याक्सी ब्याट्री ब्याकअप टोटल डिजास्टर भय्यो २ घण्टा नी चल्दा कसतो बेकर सफ्टवेयर टेस्टिङ गरको होला टीम ले तैत लाग्यो फोन प्रयोग गर्ना नि,0,0,0,0,0,2
2829,यो सांसदले जनतालाई ठगेको छ।,0,0,0,1,0,4
2830,यो नेता चोर हो।,0,0,0,1,0,4
2831,"क्रिश्चियन हारु ले गाऊँ का सोझा जनता लाइ डॉलर दियारा आफनो बनायेरा हिन्दुत्व सकुना लागे, यो थुलो षड्यन्त्र हो बिदेशी संस्था को सबाइले हुसियार हुन परक्सा",1,0,1,0,0,5
2832,यो समाचारको हेडलाइन अनावश्यक रूपमा सनसनीपूर्ण छ।,0,0,0,0,0,2
2833,"यो मेयरले निर्णय सही, खराब व्यवस्थापन लेआउट पाउनुहुनेछ",0,0,0,1,0,2
2834,आजको कार्यक्रम व्यवस्थित र उपयोगी थियो।,0,0,0,0,0,1
2835,"आउनुहोस्, पहिलो दिन जिम जानुहोस्, आफ्नो शरीरलाई हेर्नुहोस्।",0,0,0,0,0,1
2836,ta chor hos,1,0,0,0,1,4
2837,आज धेरै कुरा सिकियो,0,0,0,0,0,1
2838,"Ta khate le feri afno expertise dekhauna aayexas tero anuhar dera kukur pani bhagxa hola, jpt photo khichera online ma halne hero naban tero pol ma bholi kholxu",1,0,0,0,1,4
2839,आजा बस मा उदा कस्तो अनोखी विद्धन भ्यो वन्या उता सानु बच्चा ले सब्चोले कोक्टल बद्धक्ष्यो बाब मुसूम र दूवी स्मूल थ्यो को पिस्टिवी विब्स के बच्चा,0,0,0,0,0,1
2840,muji expert banna khojxa.,0,0,0,0,1,5
2841,यो वेबिनारले तपाईंलाई व्यावहारिक उदाहरण दिन्छ।,0,0,0,0,0,2
2842,यो नेताले पैसाको लागि जे पनि गर्छ।,0,0,0,1,0,4
2843,"यो समुहले देश लैजान्छ, मलाई छाड्न भन्नुहोस् ।",1,0,0,0,0,5
2844,आजको कार्यक्रम रमाइलो थियो,0,0,0,0,0,1
2845,तँले गलत सूचना हटाउनुको सट्टा झन् फैलायौ।,0,0,0,0,1,3
2846,हामीसँग सत्य हो,0,1,0,0,0,5
2847,नेपाल को युनिभर्सिटी लै रामरो बनाउछु भन्नु छैना ।।,0,0,0,0,0,2
2848,Yo flight company ko service lastai bekar raixa weather thik huda ni 3 ghanta flight late garayo ani refund magda ni jhamela garxa worst customer service team vanya,0,0,0,0,0,2
2849,यी सांसदहरू माफिया हुन् ।,0,0,0,1,0,4
2850,बलेन सरलाई किसानले मारेका छन् ।,1,0,0,1,0,4
2851,"यसमा कुनै तोडफोड छैन, जातीय विभेद र छुवाछुतलाई सहने गरिएको छ ।",0,0,0,0,0,1
2852,"मैले कोटेश्वरको क्याथोलिक स्कुलमा पढेँ र सनातनी हुनुमा गर्व गर्छु। 
हिन्दु, बुद्ध र किराती धर्म भन्दा सुन्दर धर्म अरु कुनै छैन ।",0,0,1,0,0,2
2853,तपाईं नम्बर एक हुनुहुन्छ,1,0,0,0,1,4
2854,स्थानीय प्रतियोगितामा हाम्रो टोली सेमिफाइनल पुग्यो ।,0,0,0,0,0,1
2855,साला चोर नेता,1,0,0,1,0,4
2856,"यो मेयरको डिजिटल टोकन प्रणाली पूर्ण रूपमा असफल भयो, लाइन सेटलमेन्टमा गडबडी सिर्जना, सफ्टवेयर परीक्षण, नयाँ शहर प्रक्षेपण, गारेप्याक्सी, जनताले दुःख ल्याउँदछ, सफ्टवेयर क्र्यास",0,0,0,1,0,2
2857,यो मुर्ख जस्तै चेन हेर,1,0,0,0,1,4
2858,"Aaja local market gako kasto fresh organic saag sabji paeyo tyo ni sasto price ma, local farmers lai direct support hune yasto system dherai ramro ho",0,0,0,0,0,1
2859,परिक्षा आएको छ ।,0,0,0,0,0,1
2860,आजको यात्रा लामो भए पनि दृश्यले सबै थकान हटाइदियो।,0,0,0,0,0,1
2861,बहिनी मुजी।,0,1,0,0,0,5
2862,"मैले कहिल्यै केही गर्न सकिन, तर म कंजूस भएँ।",1,0,0,0,0,3
2863,यो डेलिभरी राइडर ले आजा कास्तो खराब व्यवहार गरयो के ठेगाना स्पष्ट हुदा नी फोन गररा मुखै थदिन सबाइलको खोजीमा यो डेलिभरी एप प्रयोग गर्ना एक्सोडनु पराक्षको सबैभन्दा खराब परिचालन टोली,0,0,0,0,0,2
2864,ta jasto allare,0,0,0,0,1,4
2865,"यो जातिको मुख अशिक्षित मानिसहरूले भरिएको छ, यो लुट, अनुग्रह, निधार र सौन्दर्य छ।",1,1,0,0,0,5
2866,Aaja community workshop ma e-waste bata useful decorative items banaune training bhayo। Purana saman lai feri upayogi banauna sakine raixa vanera thaha paye।,0,0,0,0,0,1
2867,दलाल राजा तिम्रो रक्षक हो।,1,0,0,0,0,3
2868,यो खाता चोर हो,0,0,0,0,1,4
2869,जानकारी को लागी धन्यवाद,0,0,0,0,0,1
2870,यो सीमित वाइफाइ र औसत कफी र चिया भएको क्याफे हो।,0,0,0,0,0,2
2871,Presentation ramro thiyo,0,0,0,0,0,1
2872,आज धेरै समयपछि पुरानो साथीको फोन आयो।,0,0,0,0,0,1
2873,यो लेख पढ्न सजिलो र जानकारीमूलक छ।,0,0,0,0,0,1
2874,Delivery charge liyo tara order adha matra pathayo.,0,0,0,0,0,2
2875,muji afulai sabai jana bhanda smart thanxa,1,0,0,0,1,5
2876,Yo neta khulla daku ho bhrastachari le passport kanda ma thulo ghus khayera bideshi lai fake identity banayo yeslai khulla sadak ma faasi dinu parxa deshdrohi sa daku,1,0,0,1,0,4
2877,Ta khate randi ko xoro dherai thulo naban fb comment ma aayera tero aukaat thaha xa malai tero address liyera bholi pols ma complaint handinxu tero pol sab kholxu muji jtha,1,0,0,0,1,5
2878,तपाईंको सुझाव उपयोगी छ,0,0,0,0,0,1
2879,"त एकछोटी कुरा बुझेरा बोल न साथी, जेपीटी किन बोल्दा छाउ",0,0,0,0,1,2
2880,कामी को छोरा भाईरा थुलो कुरा गर्चा।,0,1,0,0,0,5
2881,प्रस्तुति रामरो थियो,0,0,0,0,0,1
2882,त्यसपछि मैले फ्यानले नम्बर घटाएको देखेँ।,1,0,0,0,1,4
2883,गाउँ गाउँमा इन्टरनेट पुगेपछि धेरै विद्यार्थी लाभान्वित भएका छन् ।,0,0,0,0,0,1
2884,Timi le article padhekai xainau jasto xa। Headline matra herera conclusion nikalne bani le garda discussion kahile productive hudaina।,0,0,0,0,1,3
2885,गाउँमा नयाँ सडक बने पनि गुणस्तर कमजोर थियो ।,0,0,0,0,0,3
2886,guffadi jasto bolna xod,0,0,0,0,1,3
2887,यो पार्टी को केपी र रवि भ्राष्टाचारी हुन इनिहरु ले सब जनता को सहकारी कोष चोर के भी देशी बैंक के खेकको प्रत्यक्ष प्रक्षा यो हरु हरु रास्ता म कुनु पर्सा,1,0,0,1,0,4
2888,Aaja office bata chhutti liyera gharmai basiyo.,0,0,0,0,0,1
2889,सबै समस्याबाट मुक्ति मिल्नेछ,1,0,0,0,0,4
2890,मन्त्रीले तुरुन्तै पार्कलाई घृणा गर्न थाले र त्यसपछि सम्पूर्ण बजेट सुरक्षित रूपमा खर्च गरे।,1,0,0,1,0,4
2891,यो लेख पढ्न सजिलो र जानकारीमूलक छ।,0,0,0,0,0,1
2892,त बौला हो क्या हो तेरो कमेन्ट यहाँरा सबाइले हसिरक्षण,1,0,0,0,1,3
2893,"Yo bus booking platform ko cash back scheme total scam ho, payment dhaye paxi checkout error aauxa ani customer care le phone nai uthadaina fohor software structure tait",0,0,0,0,0,2
2894,"विद्यालयको अवस्था सुधार्नुपर्छ, भौतिक पूर्वाधार र शिक्षक थप्नुपर्छ",0,0,0,0,0,1
2895,दलित हारु लाइ विश्वास गर्ना गारो,0,1,0,0,0,5
2896,ग्राहकको प्रतिक्रियालाई बेवास्ता गर्दै उनले पैसा कमाउन थाले।,0,0,0,0,0,2
2897,यो फोटो एडिटिङ एकदमै सफा देखिन्छ।,0,0,0,0,0,1
2898,"मुस्लिम समुदायको हैसियतमा तपाई यस संसारमा एउटा समस्या बनेको छ, जहाँ बम खसालिन्छ र आतंकवादी गतिविधि भइरहेको छ।",1,0,1,0,0,5
2899,"मधेसी भनेको मधेसी नै हो, जो मधेसीकी आमा हुन्",1,1,0,0,0,5
2900,दलित लाइ मन्दिर जिर्ना नदीनु पाप लागक्षा पक्षी प्रतिष्ठा घटाक्ष,1,1,0,0,0,5
2901,christian haru desh ko samasya hun.,0,0,1,0,0,5
2902,"हिन्दू धर्मबाट मुक्त छन्, सनातन धर्म सबैले प्रयोग गर्दैनन्, तिनीहरूले पुरानो हो बिदेशी डलर म बिकेरा धर्म परिवर्तन गर्ने हरु सबाइ नरक जन्डक्सन साथी",1,0,1,0,0,4
2903,"नहेरी सेयर गर्नु भएको समाचार गलत हो, अलिकति बुझ्नुहोस्",0,0,0,0,1,2
2904,रेस्टुरेन्ट मा रिजर्भेसन गेराको थी तारा टेबल तयार नै थियो।,0,0,0,0,0,2
2905,"तपाईको समीक्षा हेरे पछि मैले यसलाई किनें, तर उत्पादन धेरै कमजोर छ।",0,0,0,0,1,2
2906,म चुपचाप बस्नेछु र महिलाहरूलाई होइन भन्दिन।,0,0,0,0,1,5
2907,हिमाललाई गम्भीरतापूर्वक लिनुपर्छ,1,0,0,0,0,3
2908,Aaja football match herna jada stadium bharipurna thiyo.,0,0,0,0,0,1
2909,अनलाइन किनमेलमा फोटो र वास्तविक उत्पादन बीच ठूलो भिन्नता छ।,0,0,0,0,0,3
2910,इनिहरु मान्छे नै होइनन्,1,0,0,0,0,5
2911,musalman haru lai yo desh bata khhednu prxa iniharu fohor hun,1,0,1,0,0,5
2912,Yo project ramro lagyo malai,0,0,0,0,0,1
2913,म चुपचाप बस्नेछु र महिलाहरूलाई होइन भन्दिन।,0,0,0,0,1,5
2914,यो उडान कम्पनी सह सेवा अन्तिम समयमा बेकार रिक्सा मौसम मोटो हुडा नी 3 घण्टा उडान ढिलो गरयो र फिर्ता मग्दा नी झमेला गर्क्सा खराब ग्राहक सेवा टोली वान्या ताट,0,0,0,0,0,2
2915,पुच्छर फेरी झुट बोलिस,0,0,0,0,1,4
2916,"तिमीले पैसा कमाउँछौ, तिमीले तिर्छौ, तिमीले जस्तै सबैले कमाउँछन्, गाउँका गरिबको लागि एक हजार एक रुपैयाँ एक हजार रुपैयाँ, पचपन रुपैयाँ पनि एक लाख बराबर हुन्छ भन्न मिल्दैन।",1,0,0,1,0,5
2917,Madhesi lai nepal ko kura garna suhaudaina iniharu indians daku hun border ko land khayera bideshi lai supot grxan iniharu lai nepal bata bra nikalnu prxa chitto daku,1,1,0,0,0,5
2918,आजको वृत्तचित्रले धेरै नयाँ कुरा सिकाएको छ।,0,0,0,0,0,1
2919,तेरो त्यो हा तार्किक कमेन्ट सेयर गरना लाज लगदैना का बेवकूफ तेरो दिमाग को सफ्टवेयर मृत रैक्सा हाई स्कूल को चर्लाइ वनेरा तेरो सर्टिफिकेट रद्द गरौना परक्सा मी जथा,1,0,0,0,1,5
2920,नेपालमा दिगो पर्यटनको विकासका लागि स्थानीय समुदायको सहभागिता र प्राकृतिक स्रोतको संरक्षण आवश्यक छ जैविक विविधता जोगाउन सबैले वातावरणमैत्री बानी अपनाउनुपर्छ दिगो विकास,0,0,0,0,0,1
2921,"घरको पुरानो फोटो एल्बम हेर्दा धेरै सम्झना ताजा भए, रमाइलो लाग्यो",0,0,0,0,0,1
2922,हाम्रो चोर।,0,1,0,0,0,5
2923,तिमीले लेखेको पोस्ट पढ्दा धेरै प्रश्न उठ्छन्।,0,0,0,0,1,2
2924,"तपाईं सहि हुनुहुन्छ। तर नेतृत्वमा पुगेपछि गरिब साधारण इमान्दार कार्यकर्तालाई नेतृत्वले सेवक ठान्छन् । यदि तपाईं सदस्य हुनुहुन्छ भने, जतिसुकै असहमत भए पनि भोट हाल्नुहोस् नत्र कारबाही हुनेछ! नेतृत्वले गठबन्धन गर्छ तर एमाले र माओवादीका कार्यकर्तासँग कार्यकर्ताले कुरा गर्दा पनि कांग्रेसलगायत सबै दलमा शंका गर्ने बानी छ । त्यसैले नेतृत्व गर्नुपर्छ तर सदस्यताको नाममा सदस्य र सक्रिय सदस्य बनाएर नागरिक सेवक नबनाउनुहोला ।",0,0,0,1,0,3
2925,तीन महिनाको जागिरपछि पुग्नामा सबै अन्तर्वार्ता लिइयो ।,0,0,0,0,0,2
2926,hindu dharma bekar xa.,0,0,1,0,0,4
2927,तपाईंले जानाजानी गलत व्याख्या गर्ने प्रयास गर्नुभयो।,0,0,0,0,1,2
2928,बहिनी मुजी।,0,1,0,0,0,5
2929,"आज नेपालका इन्टरनेट सेवा प्रदायकहरूले हामीलाई पुरै लुटिरहेका छन्, मूल्य यति महंगो छ तारा सुस्तता को कुरा गरि साध्यो छैना जब पानी तल मात्रै हुन्सा",0,0,0,0,0,2
2930,मन्त्रीलाई खाए,0,0,0,1,0,4
2931,"तपाईको टिप्पणी पढ्दा तपाईलाई विषयको आधारभूत ज्ञान नभएको जस्तो लाग्छ, तर विज्ञको विश्वास छ।",0,0,0,0,1,3
2932,"madhesi ta madhesi nai ho, kei hudaina",1,1,0,0,0,5
2933,सरकारले स्पष्ट जवाफ दिनुपर्छ,0,0,0,1,0,2
2934,क्रिश्चियन हारु ले गाऊँ मा डलर बधाइ हमरो भगवान को नराम्रो कुरा गररा धर्म परिवर्तन गरुड़ाईक्षण यो बिदेशी षडयन्त्र लै रास्ता मै कुनु परक्सा चित्तो दलाल,1,0,1,0,0,5
2935,तिमी पागल छौ,1,0,0,0,1,4
2936,तर मधेसले के पायो ?,0,0,1,1,0,2
2937,सुस्त इन्टरनेट एक समस्या हो।,0,0,0,0,0,2
2938,यो मन्त्रीको सम्पत्ति कसरी यति छिटो बढ्यो भन्ने छानबिन हुनुपर्छ।,0,0,0,1,0,4
2939,Yo comment padhda lagyo lekhne le article nai napadheko raixa.,0,0,0,0,1,2
2940,Delivery rider lai exact address diyeko thiye tara feri phone garirakhyo,0,0,0,0,0,2
2941,यो इलेक्ट्रिक स्कुटर को माइलेज कम्पनी ले भन्ने भान्डा अधा मात्र रिक्सा ब्याट्री तताउने समस्या नी ढेरै छ त्यसैले यो मोडेल किन नगर्नुहोस् साथीहरू ठगी मार्केटिंग गरिया तैत,0,0,0,0,0,2
2942,पाप नाटक,1,0,0,0,1,4
2943,Aru lai lecture dine tara afai rule namanne bani ramro haina.,0,0,0,0,1,2
2944,"नेपालमा मुस्लिमहरुको जनसांख्यिक परिवर्तनका कारण हरेक पहाडका मस्जिद भत्काएका छन्, आफ्नो देशमा भाइरस फैलिएका छन्, उनीहरुलाई संस्कृत भाइरसको संक्रमण भएको छ ।",1,0,1,0,0,5
2945,tero anuhar herda ris uthxa,0,0,0,0,1,4
2946,यो गीतको अन्तर्वार्ता लिने पत्रकारलाई कस्तो लाग्छ,0,0,0,0,1,3
2947,बहिनी मुजी विशेषज्ञ नबन तेरो डकैत नेता ले देश खोयो सा हमो जनता कैसे डकैत बिडे है कोने बिल्डिंग है के साथ तेरो कियो न बाको डकैत के लिए डकैत,1,1,0,0,0,5
2948,Ta ekchoti kura bujhera bol na.,0,0,0,0,1,2
2949,यस वर्ष गाउँको मेला पहिलेभन्दा धेरै व्यवस्थित भएको रहेछ।,0,0,0,0,0,1
2950,टाढाको कामले समय बचत गर्छ र एक्लोपनलाई रोक्छ।,0,0,0,0,0,3
2951,मधेसी र मधेसी समस्यामा छैनन् तर बिहारीलाई नेपालले सिकार गरिरहेको छ र सिमानामा लुकेर बसेका गुङ्गाहरूले भारत खाइरहेका छन् ।,1,1,0,0,0,5
2952,आज गाउँमा पहिलो पटक फाइबर इन्टरनेट जोडियो।,0,0,0,0,0,1
2953,यो लेख पढ्न सजिलो र जानकारीमूलक छ।,0,0,0,0,0,1
2954,muslim haru lai desh bata nikal,0,0,1,0,0,5
2955,खाते कुकुर जसो भुकिरक्सा,1,0,0,0,1,5
2956,आफ्नो स्थिति अनुसार,1,0,0,0,0,4
2957,bahun haru matra chalak,0,1,0,0,0,4
2958,yo mantri ko haat sabai kandama xa,0,0,0,1,0,4
2959,आजको यात्रा थाकेको थियो तर दृश्य सुन्दर थियो।,0,0,0,0,0,2
2960,आज गाउँको पुरानो विद्यालय हेर्दा धेरै परिवर्तन भएको रहेछ भवनहरू,0,0,0,0,0,1
2961,मुस्लिम हारु लाइ देश बता निकाल,0,0,1,0,0,5
2962,यी सांसदले करोडौं रुपैयाँ लुकाएको चर्चा छ ।,0,0,0,1,0,4
2963,"तिमी कति चतुर छौ, तिम्रो सोच खराब छ।",0,0,0,0,0,2
2964,muslim sanga kahile namila.,0,0,1,0,0,5
2965,आज गाउँमा पुरानो पानीघट्ट पुनः सञ्चालन गरिएको खबर आयो। आधुनिक प्रविधिसँगै यस्ता परम्परागत संरचना जोगिनु पनि उत्तिकै महत्त्वपूर्ण छ।,0,0,0,0,0,1
2966,yo feature useful xa,0,0,0,0,0,1
2967,yo influencer ko content copy paste matra ho,0,0,0,0,1,2
2968,"आज बिहान कलेज रियुनियनमा मेरो पुरानो स्कुल साथी हारुले मलाई भेट्न ल्यायो, कति खुसी लाग्यो, मेरा पुराना दिनहरु, हरुलाई सम्झाउँदै मनमा आयो, मनमा भरियो, रमाइलो वायो ।",0,0,0,0,0,1
2969,yo dharma manney haru lai biswas garnu hudaina,1,0,1,0,0,5
2970,त खाते कुकुर।,0,0,0,0,1,5
2971,बैंकबाट पैसा चोर्ने हो भने यो मन्त्री खुलेआम लुटेरा हो ।,0,0,0,1,0,4
2972,yo mayor ko decision thik lagena,0,0,0,1,0,2
2973,कामि हारु माथी चढोनु हुदैना,0,1,0,0,0,5
2974,यो कम्पनीको return policy बुझ्नै गाह्रो रहेछ।,0,0,0,0,0,2
2975,Ta Jasto Allare,0,0,0,0,1,4
2976,खरानी चोर फतहा,1,0,0,0,1,5
2977,तपाईले तथ्यको सट्टा भावनामा आधारित तर्क गर्दै हुनुहुन्छ जस्तो लाग्छ। त्यसैले एउटै प्रश्नको जवाफ बारम्बार परिवर्तन हुने देखिन्छ।,0,0,0,0,1,3
2978,हिजोको यात्रा थकाइलाग्दो भए पनि हिमालको दृश्य निकै सुन्दर थियो,0,0,0,0,0,1
2979,सबाई धर्मका कारण हिन्दुहरु समस्यामा परेका छन् ।,0,0,1,0,0,5
2980,आज मौसम सफा थियो भने पहाड पनि स्पष्ट देखिन्थ्यो ।,0,0,0,0,0,1
2981,"यो कसरी भयो, यो मुख्यतः नेपालको सन्दर्भमा असम्भव थियो।",0,0,0,0,0,1
2982,"तपाईं सहि हुनुहुन्छ। तर नेतृत्वमा पुगेपछि गरिब साधारण इमान्दार कार्यकर्तालाई नेतृत्वले सेवकको रुपमा लिने गरेको छ । यदि तपाईं सदस्य हुनुहुन्छ भने, जतिसुकै असहमत भए पनि भोट हाल्नुहोस् नत्र कारबाही हुनेछ! नेतृत्वले गठबन्धन गर्छ तर एमाले र माओवादीका कार्यकर्तासँग कार्यकर्ताले कुरा गर्दा पनि कांग्रेसलगायत सबै दललाई शंका गर्ने बानी छ । त्यसैले नेतृत्व गर्नुपर्छ तर सदस्यताको नाममा सदस्य र सक्रिय सदस्य बनाएर नागरिक सेवक नबनाउनु होला ।",0,0,0,1,0,3
2983,मुस्लिमहरुको के अधिकार छ ?,0,0,1,0,0,5
2984,मन्त्रीलाई के भन्नू ?,0,0,0,1,0,4
2985,Aaja bus park ma ticket line ma 1 ghanta basnu paryo.,0,0,0,0,0,2
2986,Aaja bihan ko ride ma kathmandu ko sun rise kasto clean dekhyo vanya road pani tyo bela khali thiyo long drive ko lagi perfect time rahyo aaja refreshing feel bhayo,0,0,0,0,0,1
2987,यो मोबाइलको क्यामेरा रातिको समयमा खासै राम्रो हुँदैन ।,0,0,0,0,0,2
2988,सहरमा पैदल यात्रुका लागि थप फुटपाथको आवश्यकता रहेको देखिन्छ ।,0,0,0,0,0,2
2989,यो पार्टी को नेता चोर हो यस्ले अस्पताल भवन बानुडा ४०% घूस खैरा संरचना कमजोर बनायो भोली भूकम्प आइरा जनता मारे यसलाइ नै टोक्नु परक्सा डाकु खाते नेता,1,0,0,1,0,4
2990,गैंग लड हान्ने भय आइजा अफ्नो गैंग लियारा इन्द्रचोक मा ?,1,0,0,0,1,5
2991,Tyo group ko manche dekhda nai ris uthxa,1,0,0,0,0,4
2992,क्रिस्चियन हारु बिदेशी डलर खैरा हाम्रो नेपाली गौ का सोझा सब मांक्से लाइ ढोंगी कुरा सिकौदै धर्म परिवर्तन गरुडाईक्सन इनिहरु देश को लागी ठुलो भाइरस हुन दलाल हारु चित्तो,1,0,1,0,0,5
2993,आज बिहानको सूर्योदय एकदमै सुन्दर देखियो।,0,0,0,0,0,1
2994,"यो बजेट गरिब विरोधी, नेताले रकम बढाए",0,0,0,1,0,3
2995,"क्षेत्री वन्दै मा सबाइले ठुलो तौको बन्धन पार्क वान्या जेना, कोटा रिसावत लियारा माथी एको इनिहारु को रगत मै प्राइड रा लुट हुंक्सा ब्रास्त जाट हो यो",1,1,0,0,0,4
2996,"Bahun haru le sadhai chhetri ra aru jaat lai thichera rakhna thale, yo bhrasta neta haru sabai bahun bhayera nai desh bigreko ho iniharu lai gaddi bata nikalnu parxa",1,1,0,0,0,4
2997,sala natakbaj le feed bharisakyo,1,0,0,0,1,4
2998,"तिमी पार्टीको मन्त्री हौ, चोरको नाममा बैंक खोल्छौ भने मिडियामा लिक गरेर निर्दोष जनतालाई कसरी नष्ट गर्छौ जनतालाई भन ।",0,0,0,1,0,4
2999,यो भिडियोको निर्माताले कुनै अनुसन्धान नगरी अपलोड गरेको देखिन्छ।,0,0,0,0,0,2
3000,"फाथा, खरानी चोर, अरूलाई नैतिकता सिकाउन आउँछ।",0,0,0,0,1,5
3001,बहिनी कृपया देश खानुहोस्,0,1,0,0,0,4
3002,यो एपको अधिसूचना प्रणालीलाई चिन्तित पार्ने xa।,0,0,0,0,0,2
3003,मेरो आवाज मौन रहनेछ,0,0,0,0,1,5
3004,"ग्राहक समर्थन आयो, 3 दिनको लागि सन्देश पठाइयो, नयाँ Xena जवाफ दियो।",0,0,0,0,0,2
3005,आज बिहान हराएको छिमेकीको कुकुरको बारेमा सुन्दा मलाई दुःख लाग्यो।,0,0,0,0,0,1
3006,देशमा रोजगारीको अवस्था सुधार्नुपर्छ,0,0,0,1,0,2
3007,"यो खरानी गिरोहले बनाएको होइन! तिमीले केही नगरेकोले देशमा आगो लगायौ, देश जलाए। आफ्नो होशमा आउनुहोस्।",1,0,0,1,0,4
3008,दलित लै भरोसा गर्ना सकिदिने,0,1,0,0,0,5
3009,काटी ओभरएक्टिङ्ग गरको यो मान्क्स ले।,0,0,0,0,1,2
3010,"मानसिक स्वास्थ्यको बारेमा खुलेर कुरा गर्न ढिलो भइसकेको छ, धेरैले सामाजिक पूर्वाग्रह र डरका कारण आफ्नो डिप्रेसन लुकाउँछन्, उनीहरूलाई परामर्श र सहयोग चाहिन्छ।",0,0,0,0,0,1
3011,आज पुँजी बजार नेपाल मा कस्तो भारी दुर्घटना भयौ वान्या सेयर बजार को नियम स्पष्ट नभयेर लगानीकर्ताहरु हरु पुरै आतंक मोड म छन शंकर को फाइनान्स टिम पूर्ण रुपमा असफल भएको छ ।,0,0,0,1,0,2
3012,मलाई कुरा बुझेरा बोल,1,0,0,0,1,5
3013,आजको कार्यक्रम व्यवस्थित र उपयोगी थियो ।,0,0,0,0,0,1
3014,तै जसो सी मुख वाको केती देखेरा रास्ता को कुकुर नि ठुक्सा होला @user_girl_89 मोडलिङ को नाम मा त्यो फुर ड्रेस लगायेरा छोटो भिडियो बनाउना XOD तेरो घर म रिपोर्ट पथैराक्सु,1,0,0,0,1,5
3015,यो बिक्रेता ले वारेन्टी Xa भानेरा बेच्यो तारा दावी गर्ना मिल्दाना रे।,0,0,0,0,0,2
3016,क्रिस्चियनहरू देशका शत्रु हुन्।,1,0,1,0,0,5
3017,"musalman lai biswas garna hudaina, iniharu ko ragat mai dhoka hunxa",1,0,1,0,0,5
3018,"कलेजको प्रोजेक्टमा काम गर्दा सबैजना उत्साहित देखिन्छन्, तर अन्तिम दिन नजिकिँदै गर्दा, किन सधैं सबै जिम्मेवारी दुई वा तीन जनाले काँधमा लिनुपर्ने अवस्था छ?",0,0,0,0,0,2
3019,यो bike ko mileage ramro xa tara seat comfort kam xa.,0,0,0,0,0,2
3020,अनि जिब्रो हरायो ???,0,0,0,0,0,1
3021,यो त बहनबाद हो,0,1,0,0,0,4
3022,"क्रिस्चियन हाम्रो देशको संस्कृति बनेको छ, तर हामीले हाम्रा सबै स्रोतहरू गुमाइसकेका छौं।",1,0,1,0,0,5
3023,"यो मन्त्री खुलेआम निन्दा गर्ने हो, जलविद्युत आयोजनामा ​​१०० करोड कमिसन दिए भने विदेशी कम्पनीलाई भने, त्यसपछि कसरी निर्दोष खबर गरे, नेताको सिधा चुहावट भने ।",0,0,0,1,0,4
3024,तपाईंले सहि कुरा गर्नुभयो। सामाजिक भाडामा लिनेहरू देशका गद्दार हुन्। कडा कारबाही होस।,1,0,0,1,0,4
3025,यो नेता भ्रष्टाचारको जरा हो ।,0,0,0,1,0,4
