clip_id,annotation_id,subject,action,background_object,note,submitted_at,user_id,task_id
clip_198,annotation_198,Aagan ma magar posak lagayeka keta haru,Geet ko taal milai damphu bajaudai,Paramparagat ghar ko aagadi eauta aagan,,2026-06-04 12:32:03.342517,5,43959e08246545b5825ab2c624d23a6a
clip_199,annotation_199,"Dherai jana yuwa haru, jasma kehi jana ko haat ma banduk cha",Haat ma banduk uchaalera sangai nachdai ramailo gardai chan,"Itta ko bhitta, rangin pataka, tara aakar ko batti ra sajawat bhayeko party jasto indoor thau ma",,2026-07-11 05:09:41.332825,4,0d348c9106b84eecb9f5a4a13e93f39d
clip_200,annotation_200,"Lamo fijariyeko kapal, tauko ma bishesh patthar ley baneko sirbandi, kaan nilo patthar ko jhumka ani sanskritik posak lagayeki eauti sundar akarsak keti.","Keti le tyo sano kaalo bakhra ko paatho lai afno kaakhma samatdai, angalo halera masardai",Gaunle parivesh ma baneko parampargat jhopadi jasto thau,,2026-06-12 15:51:55.510035,5,7ba81a64d60a4bf2be7d6124b68dce95
clip_201,annotation_201,Tharu sanskritika keti haru tharu luga lagaka,Duita keti ra ek jana kta tharu nirtya herera ramaudai,Rati ko bela tharu nach hearna aayeko,,2026-05-29 09:11:19.534101,5,71f4e9354c4b499ab0c9db2d6cd9bb4e
clip_202,annotation_202,अनुहारमा मिठो मुस्कान सहित गुलाबी रङको साडी र झुम्का लगाएकी एक सुन्दरी महिला,उनलाई केन्द्रविन्दुमा राखी वरिपरि घुम्दै नृत्य गरिरहेका छन्।,परम्परागत थारु पोसाकमा सजिएका नर्तकीहरूले हातमा बलिरहेको दियो समातेर,,2026-06-04 18:19:44.589700,6,08931f91a6ab40c1a6c19f84f9cf3a2d
clip_203,annotation_203,"Piano, guitar, drums ani speaker haru dekhna sakinxa",Keti piano bajaudai ani kta haru guitar ra drum bajauna ready hudai chhan,"Pachhadi itta ley banako bhitta ma angreji kalakar (micheal jackson, ani aru kalakar) haru ko tashbir bhitta ma taseko",,2026-06-12 12:39:18.442283,5,c8e76c9db7ab4c3cb78d8decf053eec1
clip_204,annotation_204,Seto rang ko bolero,Kacchi bato ma bolero ley manxey bokera kuddhai,Charai tira rukh haru ko bich ma eauta kacchi bato,,2026-06-04 12:50:46.338361,5,90ada988f8aa45feb954e194d25838d5
clip_205,annotation_205,Mukhya kalakar ko dubaipatti dherai jaso keta kalakar haru ekai nas ko rangila parampargat Nepali poosak,"Bich ko Mukhya kalakar ley dubaipatti ko keta kalakar lai dhakalera, dath dekhaudai musukka hasdai",Mathillo bhaag ma parampargat dalo ra makai ko jhutta haru jhundiyayeko hami herna sakchan,,2026-05-29 16:45:54.095585,5,736b21a08c4449ec87c979435a2eaa29
clip_206,annotation_206,Kt,Kt nachiraxe,Ghar cha,,2026-06-03 18:02:29.018152,7,4581e200bc3f41f1ab34747ff051735d
clip_207,annotation_207,"Pahelo chura, cholo ani guinu lagako eauta sundar keti vane keta ley purple kutha ani tala seto chamkilo pant lagako",Rukh ko haga ma actor ra actress haru shooting gardai,"ukh ko waripari chamkilo gham ko ujyalo chha, pahaadi danda haru ra khulla aakash dekhna sakincha.",,2026-06-12 09:51:16.436869,5,55ff549185424896aa8b4e1386f60fce
clip_208,annotation_208,Kta ra kt,Kta ra kt nachiraxan,Himal cha,,2026-06-04 12:44:13.125708,7,cd3822f872744fa6af261919fb25b809
clip_209,annotation_209,Kalakar haru galcier mathi (Eauta handsome keta ra ramri keti),Keti ko kech mailayera romantic para ma nachdai,Charai tira glaciers ani glaciers paglera baneko himnadi,,2026-06-04 12:12:49.010071,5,f24e2ea5481d4d7d9c0067ea65a92297
clip_210,annotation_210,guitar bajaudai gareko ek purush,"guitar bajaudai, nachdai ra gaudai","lakhe, madal, newari pahiran lagayeki mahila haru madal bajaudai,  drum, durbar square",,2026-06-12 11:12:02.305372,4,254dc9747db54db89bf78c4ab7525462
clip_211,annotation_211,Kta haru nepali posak lagayera aagan ma masta gang banayera shooting ko lagi chhan,Mukhya kalakar ley kammar hallako dekhera aru kta kalakar haru ley tali bajaxan,Pachadi patti parampargat ghar ko thulo aagan  ra kathero dhancha ko ghar dekhincha,,2026-05-29 16:55:06.059087,5,0147e73bf94449759ca8ed423561cfd2
clip_212,annotation_212,Kalo chasma lagako eauta handsome keta ani eauta seto kapada lagai hot keti,"Keta kurchi ma basdai garda paxadi bata eauta hot keti ley, usko kadh ma hath rakhera dhayan aakarsan gareko chha","Eauta bar ko scene, jana paxadi tira raksi haru rakhiyeko chha",,2026-06-02 08:17:07.213437,5,11e3222e275e4d05932a31c564f62108
clip_213,annotation_213,Bichma mukhya jodi biheko poosak jasto sargarmi ma sajiye-ka chan,Dubai mukhya kalakar haru ek-arkalai herera maya-lu para ma hasdai romantic huadai abhineta ley abhinetri lai paxadi bata angalo halyo,Kath ko paramparagat dhacha dekhinchha,,2026-05-29 17:49:54.340164,5,43cc44330d69463cb43643378c51838c
clip_214,annotation_214,Siryani ko mathillo patti nepali posak lagayeko eauta kta ra keti chhan,Eauta kta ra keti ghas mathi hath xopera nachai ghas mathi suteko dekhinxa,Patthar key beneko siryani ko mathi hariyo ghas dekheko chha,,2026-05-29 17:56:07.422691,5,22e2d6ddbc9d49b18c17b9a4262021be
clip_215,annotation_215,dui jana kta ra eauti keti newari luga lagayeko chhan,eauta newari luga ani kaan ma rato phool lagayeko kta ley hath kasera bato ma hiddai,rato matoko ani kalo tin ley chayeko ghar,,2026-05-29 09:54:48.080140,5,79e5658bccad439a84edda88b31897f8
clip_216,annotation_216,Lamo kapaal bhayeki euta aakarshak keti chin asle tauko ma parampargat dhunga/gata ko gahana ra ranga-changi saanskritik dress lagayeki chin.,Keti ekdam shanta ra bhabuk bhayera mathi gham ko ujyalo aairako patti herdai gariraheki dekhinchhin,Dhunga ra cement ley baneko purano jasto adhyaro thau jaha mathi dekhi surya ko kiran aayeko,,2026-06-12 15:43:05.559049,5,dea40e5cf959416796effffa984687f5
clip_217,annotation_217,Kta,Kta cha ani chest ma haat lagiraxa,Vui ma ful haru cha,,2026-06-04 12:44:44.048930,7,ab7c1a69b17842738a45b771bf6021d3
clip_218,annotation_218,"Guitar, Mandolin ani Djembe baja haru",Yuba haru geet ko taal ma baja bajaudai,"Heu ley dhakeko himal ani purano dhunga, mato ra kath ley baneko ghar",,2026-06-04 13:06:09.849819,5,4c11a35a7161404ea0f01466db4b1e0b
clip_219,annotation_219,Kta,Kta hidirako cha,Wall cha ani light baliraxa,,2026-06-03 17:52:13.698509,7,aa50fb207d5c492bb91766634b4514c9
clip_220,annotation_220,च्यातिएको सेतो गन्जी लगाएको एक हतास नेपाली युवक,खोलाको बगरै बगर पुलमुनिबाट निस्किएर लुरुलुरु सिधा अगाडितर्फ पाइला बढाउँदै हिँडिरहेको,"कंक्रिटको सानो पुल, ढुङ्गे बगर र हरिया रुखका हाँगा तथा पातहरू",,2026-06-04 18:55:40.876807,6,5ad82f4e8bfa430eb854658d28175fc5
clip_221,annotation_221,Rato sweater ani kapal ma rumal badheko eauti sundar pari jasto keti,Euti keti ley tokari make wool rakhera hiddai. Hidda hiddai usle paxadi heardai muskuraudai gareko dekhinchha,Kath ko ghar,,2026-05-29 19:23:57.153789,5,66a326e1d3e44d7db060425b668e9c96
clip_222,annotation_222,euta baijani rang ko shirt lagayeko purush ra euta mahila,dubai najikidai gayera nachdai chhan,"khulla aagan, rukhharu, sano tal, taal ma phul phuliraheko",,2026-06-12 10:50:49.700808,4,b695ff9d09c542419f609529c14fb75b
clip_223,annotation_223,"Rato saree, kaan ma jhumka anii nidharma tiki lagaki keti aatinai sundar dekheki chhin","Sabai jana aafno dhun ma nachiraheko vane eauti sundar keti aagadi hiddai, romatic hudai kta lai heardai chhin","Pachadi patti ko thau ekdam adhyaro dekhincha, ra pachadi ka manis haru alik dhumilo rupa ma dekhiyeko chan.",,2026-06-02 08:09:12.847016,5,0cc0d13fae41402498cf2e5f314e592f
clip_224,annotation_224,Ban Basko gadi bato ma rokeko,gadi bata gori keti orli raheko,paxadi pol ko khamba chha,,2026-05-29 08:36:15.068830,5,4bffda4418444ebb92b7a3676ee810a8
clip_225,annotation_225,chyatteko luga lagayeko voko manchhe,pet ma hat rakhdai,"jhadibuti, fohor",,2026-06-05 09:58:44.669110,4,dde96ac5ce5e45ae83232dafab3ba2cc
clip_226,annotation_226,"Sukeko ghar ko chau ma (daura suruwal, dhaka topi ani kalo coat) lagako eauta budho",Budho chau ma hindai mika mike ma karaudai chhha,Paxadi eauta ghar ani rukh haru dekhiyeko,,2026-06-04 12:16:44.937248,5,5f586a5d2d0942ff98724710cdcd74b0
clip_227,annotation_227,Kt haru,Haat hallayera nacheko,Kt haru nacheko,,2026-05-30 05:09:44.789130,7,372cd07e0f5a4956b0ec570ccc2e0dbf
clip_228,annotation_228,"चौतारीमा सुस्ताएर भर्खरै ब्युँझिएझैं देखिने, च्यातिएको सेतो गन्जी लगाएको एक थकित नेपाली युवक",उठेर लुरुलुरु सिधा अगाडितर्फ पाइला बढाउँदै,वोरिपरी हरियो झाडी र रुखका जराहरू झुण्डिएको ग्रामीण परिवेशमा ढुङ्गा-सिमेन्टले पक्का गरिएको परम्परागत चौतारी,,2026-06-04 18:42:30.167378,6,f3d092df4a9a40ffa454f1b279afbbf6
clip_229,annotation_229,"Ghar ko aagan ma (patuka, cholo, guniu, ghati ma tilahari ani sir ma sirbandi) lagayeka keti haru",Geet gaudai ani hath ra khutta ko tal milayera nachdai,Purano ghar ma makai jhundako,,2026-06-04 12:36:07.862077,5,2ed18d23334448d6a2b3eab74a711a90
clip_230,annotation_230,"Papal fijariyeko, ghati ma rangi changi paramparagat patthar ko mala lagako ani seto ra pink rang ko chuba lagaki eauti sudar yubati",Yubati Nirash vayera runa bela aafno hath ley aashu puchdai gareko,Pachhadi patti thulo nilo rang ko jhayal ani nilo parda dekhiyeko chha,,2026-06-12 20:32:25.214795,5,91bd31d7531844228114686753f467ed
clip_231,annotation_231,Mayur ko pwakh paxadi dekhiyeko magar dress lagayeko yuba haru,casually nachdai,Pahadi bheg ko sapat maidan ma kunai karyekaram,,2026-06-03 17:33:11.905495,5,02f825963eed4a01921225318fdce26c
clip_232,annotation_232,Kalo bidesi kapada ra sir ma head chain lagako,Hawa le garda unko lamo kapaal halka uddai susta parama hideko,Pachadi patti lamo ghumauro khalko sukeko khola,,2026-06-04 12:07:28.307945,5,5aa0bea5c9c84a0d8e07d9761f2ad80b
clip_233,annotation_233,Pahadh chiso ma dui jana manxey haru nayno kapada lagayeka,"Dui jana manxey pahad ko maidan ma hidiraheka chan. Euta le doko bokeko, arko le haat ma samagri bokeko.","Danda ra jungle, thulo thulo rukhharu, badal ra kuhero le dhakieko",,2026-05-29 18:55:56.272965,5,7810696adde54033936bc33e9de30b27
clip_234,annotation_234,Magar posak lagaka magar ra magarni haru,Magarni haru kammar ma hath rakhi nachdai,Hariyo ghas ko maidan ma rangi chnagi pataka haru jhundako,,2026-06-03 17:20:45.072620,5,f20c5e16cd03414cabb6d0bca53804a9
clip_235,annotation_235,Camera ma gham ko ani light aayeko karan bus ra tesh mathi baseko manxey haru lai kalo dekhako chha,Bato ma gadi gudiraheko,Khulla aakash anii gham masta taleko ani paxi gham dubna laghda tyo horizon dekheko,,2026-06-12 07:57:01.990627,5,d5448e5aee2e4ae8b39d5c97d22d70fe
clip_236,annotation_236,Kta,Kta hidiracha,Blue sky,,2026-06-04 12:05:17.232978,7,d684c7cd7aa749a1aca569803c3695b2
clip_237,annotation_237,"Ghati ma tilahari, sir ma sirbandi ani cholo lagako",Keti haru gau ko bato hiddai,Gau ghar ko bato,,2026-06-04 12:56:15.024624,5,8e7be9908b2c4efeb56a2daad67c222e
clip_238,annotation_238,ek nepali yuwak ra ek nepali mahila,"herdai,","ful, hariyali",,2026-06-05 10:24:37.916979,4,303fe2048cf242cb892a7a2b0d6b53f3
clip_239,annotation_239,daura suruwal lagayera kta haru ani gunew cholai lagayera keti haru aagan ma baseka,nepali posak lagayeka kta ra keti haru geet gaudai chha vane ek jana kta ra keti ubiyera hath samatera nachdai,eauta thulo aagan vayeko dui tale purano gharko kausii ma makai jhundako,,2026-05-29 10:26:12.090559,5,3fa8eaad32b34509b33823c7c065cac3
clip_240,annotation_240,aauta kta la  kalo topi lagako,kta la aafu haat tyo kalo topi tira lagdhai garako xa ani yusla aagadi heradhai xa,damilo bitta,,2026-06-12 18:30:09.660053,7,b08b9c910d254b3fb6ac0d0259b6cef2
clip_241,annotation_241,eauta kta seto shirt ra cap lagako hath ma kitab bokera telephone booth vitra ubiyeko,eauta kta ley telephone booth bata call gardai,sisa navayeko telephone booth ma rato telephone,,2026-05-29 10:36:11.231463,5,49623723ca25478d889b8030c924e7cc
clip_242,annotation_242,bikema keti ra kta baseko,hariyo colorko bullet bike ma pahelo kapada lagako keti ley chalai raheko,batoko side ma kera ko bari dekheko,,2026-05-29 08:39:55.502044,5,6a40b9d3291043f697c62f710d4a6ca4
clip_243,annotation_243,Hariyo ghas mathi eka tira paral ani arko tira doko chhan vane bich ma nepali posak lagayera keti haru dekhinchha,Bichko abhinetri sath satthai saha-nartaki haru kaamar ma hath rakhi nachdai dekhincha,Thulo pramparagat ghar haru jaha doko farsi ra makai jhundako dekhinchha,,2026-05-29 18:05:56.898934,5,a84b3ff929164b39b819e08227e432ad
clip_244,annotation_244,Eauta dari junga fuleko keto,Ramri keti lai dekhera keto gari sochma,Background blur chha,,2026-06-04 17:59:50.721161,5,f02964881a7f4ee6bde866c909f91df9
clip_245,annotation_245,duita mike stand eauta drum ani guitar,"tin jana kta haru ley drum, guitar bajaudai geet gaudai chhan",pahilo disco batti baleko ani paxadi bata dhuwa dekheko chha,,2026-05-29 10:57:16.777028,5,32cc83c1e0fa4041a0536e41c5fb7d0c
clip_246,annotation_246,eauta kta ra eauti keti khola kinar najik chhan,kta ra keti khola kina najik daudi raheko ra ek arkako hath samateko,kholako kinar najik phool haru fuleko ra ali tadha tira rukh haru dekheko,,2026-05-29 08:55:20.108081,5,7ac0ce338b024adaa908f8e747daf988
clip_247,annotation_247,"Kaathko bisesh kala bhayeko mandir, jasko jastapata ko chhahari mathi chamkilo Gajur chha ra gajur dekhi tala samma lamo saanskritik kapada jhundiyeko dekhinchha.",Mandir ma puja garna ko lagi kei manish ko aawat jawat dekhinchha,Mandir ko pachadi eauta thulo hariyo pahadh dekheko,,2026-06-12 08:20:30.696184,5,dc8f16ea34034aa5a2ec4d49dbe626c7
clip_248,annotation_248,Sisa ko table mathi eauta seto kukur,Pasal ko sauji kukur sanga kheladai ani pasal safa gardai,"Eauta photo studio jaha photo khichne, photocopy, lemination jasto kaam garichaa",,2026-06-04 18:06:02.927376,5,1d13e9a307d94e3192bba945f35bd623
clip_249,annotation_249,Table ma manxey haru basiraheko ani agadi patti hat lagayeka euta budo manxey chuba lagayeko. Uhako aagadi ra cheuma dui jana varkhar ko yuba dekhna sakinchha.,Sabau jana guff gariraheko bela ma eauta keti ley kash ko bhado ma liquid padhartha lyayera cup ma rakheko.,"Yo scene ghar ko bhitri bhag ma khichiyeko chha, jahan kaathko jhyal, lamo parda ani tabke dekhna sakinxa.",,2026-06-12 20:19:03.493307,5,a7de9721a1a64030929e275f8325ea1d
clip_250,annotation_250,"Nilo fulbutte cholo ani fariya, pahelo patuka kammar ma badheko, ghati ma Kantha lagako, ani kapal batuli pareko eauta sundar nari. Uslai pahadh ko bir ma dekhna sakinxa",Hath khutta ko taal milayera bhir najik nachdai gareko,Nilo aakash ani nikai para tira himal haru dkehiyeko,,2026-06-12 07:33:34.027427,5,3d96a175b0c1487e83694230a6a27f16
clip_251,annotation_251,Kta,Kta nachiracha,Doko cha ani background dancer haru chan,,2026-06-03 18:01:58.151544,7,becaf45fbd0c4dc5aa372cbc20a4b81e
clip_252,annotation_252,Dherai jana yuwa haru samuh ma bhela bhayeka chan.,Yuwa haru batti ra sajawat bhayeko galli ma sangai nachdai ramailo gardai chan.,"Mathi bata herda saaguro galli jasto thau ma dori ma jhundiyeka batti, rangin pataka, ita ko bhitta ra shutter haru dekhiyeka chan",,2026-07-11 05:13:05.330843,4,f6ff664ab78b4e58a00c96729ab925b3
clip_253,annotation_253,Kta ra kt,Kt ra kta hidiraxan,Pahad cha,,2026-06-04 12:06:05.769482,7,3c1dc954dacf415ebfe8fca17b91eeb6
clip_254,annotation_254,Ghar ori pari purano sadhan ra khadhanya bastu haru jhundako ani aagan ma manish haru dekheko,Abhineta ra abhinetri ko sath satthai saha-nartaki haru ghumi raheko chhan vane saha-nartak haru hath hallaudai chhan,"Purano paramparagat kath, mato ani dhunga ley baneko ghar haru",,2026-05-29 18:16:13.549294,5,7dddc08bd10246a6bce0e6df910d54fb
clip_255,annotation_255,Kti,Kti haru nachiraxan traditional luga ma,Background dancer,,2026-06-03 18:00:28.745746,7,4a32679146b042dc82dbab243361c775
clip_256,annotation_256,"Nilo rangko chuba, bhitra bata kalo rang ko shirt ani tauko ma eauta kalo rang ko hat lagayeko eauta keto.","Keta ley haat fukayera, ekdam energetic ani free style ma geet gaudai",Pachhadi thula thula nanga pahadh haru ani cheu tira eauta sano rukh ra daura haru dekhna sakinchha,,2026-06-12 20:26:21.778123,5,bbcd8218b3e7433cb7524410c9e04c80
